# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_42	cds	657	830	+	LDJNFA_05805		hypothetical protein	
contig_42	cds	1813	2376	-	LDJNFA_05810		hypothetical protein	
contig_42	cds	2862	4424	-	LDJNFA_05815	tnpB	IS200/IS605 family element transposase accessory protein TnpB	SO:0001217, UniRef:UniRef50_A0A845PQR5
contig_42	cds	4378	4731	-	LDJNFA_05820		hypothetical protein	PFAM:PF00239.24
contig_42	cds	4787	5023	-	LDJNFA_05825		hypothetical protein	PFAM:PF12728.10
contig_42	cds	5138	5725	-	LDJNFA_05830		Uncharacterized protein HI_0220-2	SO:0001217, UniRef:UniRef50_O86222
contig_42	cds	5807	6442	-	LDJNFA_05835		Crp/Fnr family transcriptional regulator	SO:0001217, UniRef:UniRef50_Q74I73
contig_42	cds	6462	7007	-	LDJNFA_05840		Dna-binding ferritin-like protein (Oxidative damage protectant)	SO:0001217, UniRef:UniRef50_A0A0R1VUI8
contig_42	cds	7007	7225	-	LDJNFA_05845		hypothetical protein	PFAM:PF00403.29, PFAM:PF01206.20
contig_42	cds	7264	9165	-	LDJNFA_05850		Putative cadmium-transporting ATPase	SO:0001217, UniRef:UniRef50_A0A380KPG2
contig_42	gap	9276	9276	.				
contig_42	cds	9298	9630	+	LDJNFA_05855		hypothetical protein	PFAM:PF13546.9
contig_42	gap	9708	9708	.				
contig_42	gap	9919	9919	.				
contig_42	cds	9933	10712	-	LDJNFA_05860		hypothetical protein	
contig_42	cds	11062	11589	+	LDJNFA_05865		DUF2313 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R2AP78
contig_42	cds	11755	13080	+	LDJNFA_05870	mepA	Multidrug export protein MepA	SO:0001217, UniRef:UniRef50_K0NL14
contig_42	cds	13277	13432	+	LDJNFA_05875		hypothetical protein	
contig_42	cds	13931	14470	+	LDJNFA_05880		Mutator family transposase	SO:0001217, UniRef:UniRef50_A0A0D6A195
contig_42	cds	14916	15470	-	LDJNFA_05885		hypothetical protein	
contig_42	cds	15617	16285	+	LDJNFA_05890		Crp/Fnr family transcriptional regulator	SO:0001217, UniRef:UniRef50_N2AC90
contig_42	cds	16321	16515	-	LDJNFA_05895		hypothetical protein	
contig_43	cds	233	1570	-	LDJNFA_05900		hypothetical protein	PFAM:PF13240.9
contig_43	cds	1580	2434	-	LDJNFA_05905		hypothetical protein	PFAM:PF13240.9, PFAM:PF13248.9
contig_43	cds	2597	4192	-	LDJNFA_05910		hypothetical protein	PFAM:PF00005.30
contig_43	cds	4485	7667	-	LDJNFA_05915		Carbamoyl-phosphate synthase pyrimidine-specific large chain	SO:0001217, UniRef:UniRef50_P77886
contig_43	cds	7660	8742	-	LDJNFA_05920		Carbamoyl-phosphate synthase pyrimidine-specific small chain	SO:0001217, UniRef:UniRef50_P77885
contig_43	cds	8756	10015	-	LDJNFA_05925		Dihydroorotase	SO:0001217, UniRef:UniRef50_F2I557
contig_43	cds	10015	10971	-	LDJNFA_05930		Aspartate carbamoyltransferase	SO:0001217, UniRef:UniRef50_Q8Y662
contig_43	cds	11101	11637	-	LDJNFA_05935	pyrR	Bifunctional protein PyrR	SO:0001217, UniRef:UniRef50_Q8CXH9
contig_43	cds	11824	12741	-	LDJNFA_05940		Dihydroorotate dehydrogenase A (fumarate)	SO:0001217, UniRef:UniRef50_Q5FJB5
contig_43	cds	12977	13684	+	LDJNFA_05945		Orotidine 5'-phosphate decarboxylase	SO:0001217, UniRef:UniRef50_Q5FJB3
contig_43	cds	13686	14309	+	LDJNFA_05950		Orotate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q03NE4
contig_43	cds	14642	14893	-	LDJNFA_05955		hypothetical protein	
contig_43	cds	14957	15814	-	LDJNFA_05960		Transposase	SO:0001217, UniRef:UniRef50_A0A0R1NIF1
contig_44	cds	98	967	-	LDJNFA_05965		hypothetical protein	PFAM:PF03217.17
contig_44	cds	1193	1696	+	LDJNFA_05970		hypothetical protein	
contig_44	cds	1665	2465	+	LDJNFA_05975		hypothetical protein	PFAM:PF05031.15
contig_44	cds	2429	3280	+	LDJNFA_05980		Iron Transport-associated domain protein	SO:0001217, UniRef:UniRef50_I7LDG4
contig_44	cds	3267	4148	+	LDJNFA_05985	isdE	High-affinity heme uptake system protein IsdE	SO:0001217, UniRef:UniRef50_A0A0R2EA71
contig_44	cds	4151	5083	+	LDJNFA_05990		Iron ABC transporter permease protein	SO:0001217, UniRef:UniRef50_A0A6F9XM40
contig_44	cds	5076	5831	+	LDJNFA_05995		Iron ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A6F9XM88
contig_44	cds	6036	6404	+	LDJNFA_06000		hypothetical protein	
contig_44	cds	6689	7414	+	LDJNFA_06005		hypothetical protein	
contig_44	cds	7560	8261	+	LDJNFA_06010		ABC transporter	SO:0001217, UniRef:UniRef50_A0A173ZH93
contig_44	cds	8271	10868	+	LDJNFA_06015		hypothetical protein	
contig_44	cds	10946	11173	-	LDJNFA_06020		hypothetical protein	PFAM:PF00173.31
contig_44	cds	11347	13095	-	LDJNFA_06025		hypothetical protein	PFAM:PF05935.14, PFAM:PF14269.9, PFAM:PF17425.5
contig_44	cds	13243	14931	-	LDJNFA_06030		hypothetical protein	PFAM:PF05935.14, PFAM:PF14269.9, PFAM:PF17425.5
contig_44	cds	15164	15655	-	LDJNFA_06035		Thioredoxin peroxidase	SO:0001217, UniRef:UniRef50_D2BN61
contig_45	cds	78	335	+	LDJNFA_06040		hypothetical protein	
contig_45	cds	322	585	+	LDJNFA_06045		hypothetical protein	
contig_45	cds	587	1300	+	LDJNFA_06050		DNA-binding protein	SO:0001217, UniRef:UniRef50_K0NYD3
contig_45	cds	1293	2636	+	LDJNFA_06055		Helicase	SO:0001217, UniRef:UniRef50_A0A137PPK6
contig_45	cds	2648	3163	+	LDJNFA_06060		DUF669 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0P0EKM7
contig_45	cds	3144	5480	+	LDJNFA_06065		SF3 helicase domain-containing protein	SO:0001217, UniRef:UniRef50_K0NV27
contig_45	cds	5765	5953	+	LDJNFA_06070		hypothetical protein	
contig_45	gap	5884	5884	.				
contig_45	cds	5978	6208	+	LDJNFA_06075		hypothetical protein	
contig_45	cds	6201	6473	+	LDJNFA_06080		hypothetical protein	PFAM:PF07659.14
contig_45	cds	6454	6753	+	LDJNFA_06085		hypothetical protein	
contig_45	cds	6713	7078	+	LDJNFA_06090		VRR-NUC domain-containing protein	SO:0001217, UniRef:UniRef50_D0R3N3
contig_45	cds	7068	7580	+	LDJNFA_06095		hypothetical protein	
contig_45	cds	7585	8031	+	LDJNFA_06100		hypothetical protein	
contig_45	tRNA	8551	8633	+	LDJNFA_06105	trnY	tRNA-Tyr(gta)	SO:0000272
contig_45	cds	8761	9342	+	LDJNFA_06110		hypothetical protein	
contig_45	cds	9411	9896	+	LDJNFA_06115		HTH-Tnp-1-2 domain-containing protein	SO:0001217, UniRef:UniRef50_N2A371
contig_45	cds	9898	11121	+	LDJNFA_06120		PBSX family phage terminase, large subunit	SO:0001217, UniRef:UniRef50_N2ABH5
contig_45	cds	11112	12578	+	LDJNFA_06125		Phage portal protein	SO:0001217, UniRef:UniRef50_A0A0F4LCU3
contig_45	cds	12581	14086	+	LDJNFA_06130		hypothetical protein	
contig_45	cds	14074	14334	+	LDJNFA_06135		Phage protein	SO:0001217, UniRef:UniRef50_I7LCQ1
contig_45	cds	14338	14679	+	LDJNFA_06140		hypothetical protein	PFAM:PF09639.13
contig_45	cds	14810	15349	+	LDJNFA_06145		hypothetical protein	
contig_46	cds	307	1476	-	LDJNFA_06150		Tagatose-6-phosphate aldose/ketose isomerase	SO:0001217, UniRef:UniRef50_A0A448DN03
contig_46	cds	1493	2209	-	LDJNFA_06155	yvoA	HTH-type transcriptional repressor YvoA	SO:0001217, UniRef:UniRef50_A0A386RGY6
contig_46	cds	2348	2959	-	LDJNFA_06160		hypothetical protein	
contig_46	cds	3093	3710	+	LDJNFA_06165		hypothetical protein	PFAM:PF00300.25
contig_46	cds	3744	5117	-	LDJNFA_06170		Branched-chain amino acid transport system carrier protein	SO:0001217, UniRef:UniRef50_J0DE41
contig_46	ncRNA-region	5177	5423	-			T-box leader	RFAM:RF00230, SO:0000140
contig_46	cds	5555	6544	-	LDJNFA_06175		Tagatose 1,6-diphosphate aldolase	SO:0001217, UniRef:UniRef50_Q8DPP2
contig_46	cds	6776	7570	-	LDJNFA_06180		hypothetical protein	
contig_46	gap	7795	7795	.				
contig_46	cds	7980	8861	+	LDJNFA_06185		Prolyl oligopeptidase family serine peptidase	SO:0001217, UniRef:UniRef50_U4TNM9
contig_46	cds	8874	10307	+	LDJNFA_06190		PTS system, sucrose-specific IIB component protein	SO:0001217, UniRef:UniRef50_T1ZB94
contig_46	cds	10369	12141	-	LDJNFA_06195		Fumarate reductase, flavoprotein subunit	SO:0001217, UniRef:UniRef50_F2M3R5
contig_46	cds	12419	13282	+	LDJNFA_06200	lysR	LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_F2M3R4
contig_46	cds	13329	14102	-	LDJNFA_06205		PTS sugar transporter	SO:0001217, UniRef:UniRef50_R9LT27
contig_46	cds	14154	14909	-	LDJNFA_06210		hypothetical protein	PFAM:PF05913.14, PFAM:PF19200.3
contig_47	cds	11	1246	-	LDJNFA_06215		Transposase	SO:0001217, UniRef:UniRef50_F0NTI2
contig_47	cds	1947	3050	+	LDJNFA_06220		Pyruvate dehydrogenase E1 component subunit alpha	SO:0001217, UniRef:UniRef50_A0A4V6L060
contig_47	cds	3052	4029	+	LDJNFA_06225		Pyruvate dehydrogenase E1 component subunit beta	SO:0001217, UniRef:UniRef50_A0A239VGS9
contig_47	cds	4040	5353	+	LDJNFA_06230		Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	SO:0001217, UniRef:UniRef50_A0A239VII9
contig_47	cds	5360	6772	+	LDJNFA_06235		Dihydrolipoyl dehydrogenase	SO:0001217, UniRef:UniRef50_A0A098CWP2
contig_47	cds	6786	7835	+	LDJNFA_06240		PTS-EIIC domain-containing protein	SO:0001217, UniRef:UniRef50_U2QAF7
contig_47	cds	7911	8828	+	LDJNFA_06245		Phosphate acetyltransferase	SO:0001217, UniRef:UniRef50_A0A1W6BLQ8
contig_47	cds	8838	9905	+	LDJNFA_06250		hypothetical protein	
contig_47	cds	9902	10786	-	LDJNFA_06255	lysR	LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A4U9ZL96
contig_47	cds	10838	11878	+	LDJNFA_06260		FmtA-like protein	SO:0001217, UniRef:UniRef50_A0A4U9Z3P9
contig_47	cds	11987	12979	+	LDJNFA_06265		4-phosphoerythronate dehydrogenase	SO:0001217, UniRef:UniRef50_E4KMN9
contig_47	cds	13005	13991	+	LDJNFA_06270		lipoate--protein ligase	SO:0001217, UniRef:UniRef50_A0A076Z318
contig_47	cds	14166	14642	+	LDJNFA_06275		hypothetical protein	PFAM:PF12784.10
contig_48	cds	113	778	-	LDJNFA_06280		hypothetical protein	
contig_48	cds	831	1415	-	LDJNFA_06285		DNA-3-methyladenine glycosylase 1	SO:0001217, UniRef:UniRef50_A0A0D5MGQ4
contig_48	cds	1595	2080	+	LDJNFA_06290		Phage protein	SO:0001217, UniRef:UniRef50_Q5FML7
contig_48	cds	2133	3527	+	LDJNFA_06295		Metallophos domain-containing protein	SO:0001217, UniRef:UniRef50_Q5FML6
contig_48	cds	3633	5582	+	LDJNFA_06300		Asparagine synthetase, glutamine-hydrolysing	SO:0001217, UniRef:UniRef50_Q38XY9
contig_48	cds	5605	6900	+	LDJNFA_06305		ATP-grasp domain-containing protein	SO:0001217, UniRef:UniRef50_C8P9V2
contig_48	cds	6998	8215	+	LDJNFA_06310		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_N2AN60
contig_48	cds	8308	10257	+	LDJNFA_06315		Neutral endopeptidase	SO:0001217, UniRef:UniRef50_O52071
contig_48	cds	10461	12470	-	LDJNFA_06320		putative potassium transport system protein kup	SO:0001217, UniRef:UniRef50_A0A4P6YRF4
contig_48	cds	12596	14602	-	LDJNFA_06325		putative potassium transport system protein kup	SO:0001217, UniRef:UniRef50_A0A4P6YRF4
contig_49	cds	981	1703	+	LDJNFA_06330		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A249NI74
contig_49	cds	1713	3029	+	LDJNFA_06335		Dipeptidase	SO:0001217, UniRef:UniRef50_A0A242ARG9
contig_49	cds	3045	3998	+	LDJNFA_06340		Isoaspartyl aminopeptidase	SO:0001217, UniRef:UniRef50_A0A0E2BMF8
contig_49	cds	4014	4538	+	LDJNFA_06345		Glycine/betaine/sarcosine/D-proline reductase family selenoprotein B	SO:0001217, UniRef:UniRef50_Q38UY6
contig_49	cds	4575	5888	+	LDJNFA_06350		Permease IIC component	SO:0001217, UniRef:UniRef50_E0NG84
contig_49	cds	5891	6535	+	LDJNFA_06355	cutC	PF03932 family protein CutC	SO:0001217, UniRef:UniRef50_A0A0F4LVD2
contig_49	cds	6688	8199	+	LDJNFA_06360		Peptidase-M1 domain-containing protein	SO:0001217, UniRef:UniRef50_V5EKP1
contig_49	cds	8316	9167	+	LDJNFA_06365		GGDEF domain-containing protein	SO:0001217, UniRef:UniRef50_I7KPX2
contig_49	cds	9172	9315	+	LDJNFA_06370		hypothetical protein	
contig_49	cds	9308	10615	+	LDJNFA_06375		N-acetylglucosaminyltransferase	SO:0001217, UniRef:UniRef50_A9QSM4
contig_49	cds	10615	11712	+	LDJNFA_06380		Glucanase	SO:0001217, UniRef:UniRef50_D5H2Y5
contig_49	cds	11816	12214	+	LDJNFA_06385		hypothetical protein	
contig_49	cds	12231	13019	+	LDJNFA_06390		hypothetical protein	PFAM:PF13749.9
contig_49	cds	13136	13333	+	LDJNFA_06395		hypothetical protein	
contig_49	cds	13546	13995	-	LDJNFA_06400		hypothetical protein	PFAM:PF00746.24
contig_50	tRNA	46	136	+	LDJNFA_06405	trnS	tRNA-Ser(gga)	SO:0000269
contig_50	tRNA	161	233	+	LDJNFA_06410	trnV	tRNA-Val(tac)	SO:0000273
contig_50	tRNA	333	404	+	LDJNFA_06415	trnE	tRNA-Glu(ttc)	SO:0000259
contig_50	tRNA	409	481	+	LDJNFA_06420	trnV	tRNA-Val(tac)	SO:0000273
contig_50	ncRNA-region	552	639	+			SMK box translational riboswitch (SAM-III)	RFAM:RF01767, SO:0000035
contig_50	cds	637	1836	+	LDJNFA_06425		S-adenosylmethionine synthase	SO:0001217, UniRef:UniRef50_A9NF20
contig_50	cds	1853	3310	+	LDJNFA_06430		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1H255
contig_50	cds	3360	4010	-	LDJNFA_06435		acidPPc domain-containing protein	SO:0001217, UniRef:UniRef50_A8YWU5
contig_50	cds	4292	6706	+	LDJNFA_06440		Leucine--tRNA ligase	SO:0001217, UniRef:UniRef50_A8FGG0
contig_50	cds	6800	8443	+	LDJNFA_06445		Polysacc-synt-C domain-containing protein	SO:0001217, UniRef:UniRef50_E1NT55
contig_50	cds	8640	9005	+	LDJNFA_06450		Putative-PNPOx domain-containing protein	SO:0001217, UniRef:UniRef50_Q1GBW8
contig_50	cds	9360	9773	+	LDJNFA_06455		Cupin-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A401IR67
contig_50	cds	10023	10832	+	LDJNFA_06460		hypothetical protein	
contig_50	cds	11029	12186	-	LDJNFA_06465		hypothetical protein	PFAM:PF13102.9, PFAM:PF14657.9, PFAM:PF14659.9
contig_50	cds	12492	12671	+	LDJNFA_06470		hypothetical protein	
contig_50	cds	12655	13479	-	LDJNFA_06475		hypothetical protein	
contig_51	cds	6	533	+	LDJNFA_06480		hypothetical protein	
contig_51	cds	696	1229	-	LDJNFA_06485		hypothetical protein	
contig_51	cds	1352	1927	-	LDJNFA_06490		hypothetical protein	
contig_51	cds	2119	4989	+	LDJNFA_06495		Linear gramicidin synthase subunit D	SO:0001217, UniRef:UniRef50_A0A2V4EH96
contig_51	cds	5153	6646	+	LDJNFA_06500		Amino acid/peptide transporter	SO:0001217, UniRef:UniRef50_G5KBT6
contig_51	cds	6685	7896	-	LDJNFA_06505		L,D-transpeptidase family protein	SO:0001217, UniRef:UniRef50_A0A2A7RHJ7
contig_51	cds	8071	8862	+	LDJNFA_06510		DUF4931 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D5MK59
contig_51	cds	8882	9529	-	LDJNFA_06515		hypothetical protein	
contig_51	cds	9589	10350	+	LDJNFA_06520		UPF0246 protein LBA1843	SO:0001217, UniRef:UniRef50_Q5FI29
contig_51	cds	10384	11127	-	LDJNFA_06525		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxy late synthase	SO:0001217, UniRef:UniRef50_A0A2X0RBE4
contig_51	cds	11290	11892	+	LDJNFA_06530		Histidine phosphatase family protein	SO:0001217, UniRef:UniRef50_A0A3G2JY25
contig_51	cds	11984	12508	+	LDJNFA_06535		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_N2ACZ2
contig_51	cds	12511	13572	+	LDJNFA_06540		Efflux ABC transporter, permease protein	SO:0001217, UniRef:UniRef50_C8PCG4
contig_51	cds	13574	14248	+	LDJNFA_06545		ABC transporter, ATP-binding protein	SO:0001217, UniRef:UniRef50_C8PCG5
contig_51	cds	14311	14622	-	LDJNFA_06550		DUF3784 domain-containing protein	SO:0001217, UniRef:UniRef50_E1NM72
contig_51	cds	14866	15555	+	LDJNFA_06555		hypothetical protein	
contig_51	cds	15624	17030	-	LDJNFA_06560		Dipeptidase	SO:0001217, UniRef:UniRef50_A0A244CH42
contig_51	cds	17169	17369	+	LDJNFA_06565		hypothetical protein	
contig_51	cds	17503	18099	+	LDJNFA_06570		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_N2ACZ6
contig_51	cds	18178	18717	+	LDJNFA_06575		NADH-dependent flavin reductase subunit 1	SO:0001217, UniRef:UniRef50_Q74HL7
contig_51	cds	18728	18844	+	LDJNFA_06580		hypothetical protein	
contig_51	cds	18825	19277	+	LDJNFA_06585		NADH-dependent flavin reductase subunit 2	SO:0001217, UniRef:UniRef50_Q74HL8
contig_51	cds	19369	20163	+	LDJNFA_06590		Protein-tyrosine-phosphatase	SO:0001217, UniRef:UniRef50_A0A0D5MLA8
contig_51	cds	20166	21113	+	LDJNFA_06595		FAD:protein FMN transferase	SO:0001217, UniRef:UniRef50_Q5FI41
contig_51	cds	21180	21716	-	LDJNFA_06600	cvpA	CvpA family protein	SO:0001217, UniRef:UniRef50_Q5FI42
contig_51	cds	21875	22597	+	LDJNFA_06605		Ribosomal RNA small subunit methyltransferase G	SO:0001217, UniRef:UniRef50_Q5FI43
contig_51	cds	22613	23452	+	LDJNFA_06610		Nucleoid occlusion protein	SO:0001217, UniRef:UniRef50_A0A556UE31
contig_51	cds	23465	24244	+	LDJNFA_06615		Sporulation initiation inhibitor protein Soj	SO:0001217, UniRef:UniRef50_A0A2H6AMK0
contig_51	cds	24222	25106	+	LDJNFA_06620		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_G6F8Y8
contig_51	cds	25099	25386	+	LDJNFA_06625		DUF951 domain-containing protein	SO:0001217, UniRef:UniRef50_N2A950
contig_51	cds	25388	26488	+	LDJNFA_06630	ychF	Ribosome-binding ATPase YchF	SO:0001217, UniRef:UniRef50_P75088
contig_51	cds	26497	27279	+	LDJNFA_06635		hypothetical protein	
contig_51	cds	27387	29120	+	LDJNFA_06640		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_U4TN78
contig_51	cds	29113	30984	+	LDJNFA_06645		Putative ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2X0PEH3
contig_51	cds	31168	31854	+	LDJNFA_06650	phoB	Phosphate regulon transcriptional regulatory protein PhoB	SO:0001217, UniRef:UniRef50_A0A1D7ZX63
contig_51	cds	31856	33007	+	LDJNFA_06655		histidine kinase	SO:0001217, UniRef:UniRef50_F0HWI5
contig_51	cds	33060	34631	+	LDJNFA_06660		UDP-N-acetylmuramyl-tripeptide synthetase	SO:0001217, UniRef:UniRef50_Q5FI54
contig_51	cds	34645	35394	+	LDJNFA_06665		Amino acid racemase	SO:0001217, UniRef:UniRef50_A0A1A5VMX6
contig_51	cds	35762	35974	+	LDJNFA_06670		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A192F6Q3
contig_51	cds	35961	36482	+	LDJNFA_06675		hypothetical protein	
contig_51	cds	36674	36868	+	LDJNFA_06680		hypothetical protein	
contig_51	cds	36905	37201	+	LDJNFA_06685		hypothetical protein	
contig_51	cds	37254	38237	-	LDJNFA_06690		HTH lacI-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R5MYY9
contig_51	cds	38248	39678	-	LDJNFA_06695		Sucrose-6-phosphate hydrolase	SO:0001217, UniRef:UniRef50_D5H1G1
contig_51	cds	39911	41896	+	LDJNFA_06700		PTS system sucrose-specific EIIBCA component	SO:0001217, UniRef:UniRef50_P12655
contig_51	cds	42034	42792	+	LDJNFA_06705		HTH deoR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R5N2K8
contig_51	cds	42789	43703	+	LDJNFA_06710		Tagatose-6-phosphate kinase	SO:0001217, UniRef:UniRef50_A0A137PLJ6
contig_51	cds	43716	45680	+	LDJNFA_06715		Fructose PTS, EIIABC	SO:0001217, UniRef:UniRef50_A0A0G9FE82
contig_51	cds	45843	46718	+	LDJNFA_06720		Metal ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A8YXB3
contig_51	cds	46741	47388	+	LDJNFA_06725		ABC superfamily ATP binding cassette transporter, ABC protein	SO:0001217, UniRef:UniRef50_C2E4H8
contig_51	cds	47389	48186	+	LDJNFA_06730	znuB	High-affinity zinc uptake system membrane protein ZnuB	SO:0001217, UniRef:UniRef50_A0A0D5ML87
contig_51	cds	48422	49654	+	LDJNFA_06735		L-lactate oxidase	SO:0001217, UniRef:UniRef50_A0A5N1I561
contig_51	cds	49792	51591	-	LDJNFA_06740		Oligoendopeptidase F	SO:0001217, UniRef:UniRef50_Q1G8C4
contig_51	cds	51755	52957	+	LDJNFA_06745		Transcriptional regulator	SO:0001217, UniRef:UniRef50_Q5FIA1
contig_51	cds	53020	53694	+	LDJNFA_06750		DUF554 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A158SNN9
contig_51	cds	53877	55310	+	LDJNFA_06755		Cytochrome bd ubiquinol oxidase subunit 1	SO:0001217, UniRef:UniRef50_A0A1V9R4P4
contig_51	cds	55312	56328	+	LDJNFA_06760		Cytochrome bd-I ubiquinol oxidase subunit 2	SO:0001217, UniRef:UniRef50_A0A089RVS6
contig_51	cds	56328	58061	+	LDJNFA_06765	msbA	Lipid A export ATP-binding/permease protein msbA	SO:0001217, UniRef:UniRef50_A0A380KLR2
contig_51	cds	58039	59784	+	LDJNFA_06770	cydC	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydC	SO:0001217, UniRef:UniRef50_K8E2T8
contig_51	cds	59798	60787	-	LDJNFA_06775		Farnesyl pyrophosphate synthetase / Geranyltranstransferase / Farnesyltransferase / Heptaprenyl diphosphate synthase component II	SO:0001217, UniRef:UniRef50_Q1WTF7
contig_51	cds	60838	61737	+	LDJNFA_06780		1,4-dihydroxy-2-naphthoate octaprenyltransferase	SO:0001217, UniRef:UniRef50_A0A2I8AID0
contig_51	cds	61760	62980	+	LDJNFA_06785		FAD-dependent pyridine nucleotide-disulfide oxidoreductase	SO:0001217, UniRef:UniRef50_A0A0R1SB16
contig_51	cds	63095	63463	+	LDJNFA_06790		hypothetical protein	
contig_51	cds	63481	65019	+	LDJNFA_06795		ATPase component of an ABC superfamily transporter	SO:0001217, UniRef:UniRef50_A0A091C8R1
contig_51	cds	65037	65810	+	LDJNFA_06800	thrE	ThrE domain-containing protein	SO:0001217, UniRef:UniRef50_G6F8I5
contig_51	cds	65813	66289	+	LDJNFA_06805		ThrE-2 domain-containing protein	SO:0001217, UniRef:UniRef50_I7LCU6
contig_51	ncRNA	66291	66412	+	LDJNFA_06810	COG3610-DE	COG3610-DE RNA	RFAM:RF03066, SO:0000655
contig_51	cds	66487	68097	-	LDJNFA_06815		Multicopper oxidase	SO:0001217, UniRef:UniRef50_A0A4R5N2V8
contig_51	cds	68430	68921	+	LDJNFA_06820		DUF1694 domain-containing protein	SO:0001217, UniRef:UniRef50_Q5FIB2
contig_51	cds	68972	69625	+	LDJNFA_06825		S-2TMBeta domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0F4L7Z6
contig_51	cds	69665	71176	-	LDJNFA_06830		O-antigen ligase family protein	SO:0001217, UniRef:UniRef50_Q5FIB6
contig_51	cds	71257	71550	-	LDJNFA_06835		hypothetical protein	
contig_51	cds	71642	72181	+	LDJNFA_06840		Guanylate kinase	SO:0001217, UniRef:UniRef50_Q1G8D5
contig_51	cds	72291	72836	+	LDJNFA_06845		NlpC/P60 domain-containing protein	SO:0001217, UniRef:UniRef50_G6F8H6
contig_51	cds	73083	73802	+	LDJNFA_06850		Cell wall-associated hydrolase	SO:0001217, UniRef:UniRef50_A0A0R1UBY1
contig_51	cds	74016	74912	+	LDJNFA_06855		NlpC/P60 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0F4LPS1
contig_52	cds	72	686	+	LDJNFA_06860		Bacterial transferase hexapeptide repeat protein	SO:0001217, UniRef:UniRef50_C8P9N9
contig_52	cds	779	1093	+	LDJNFA_06865		Integral membrane protein	SO:0001217, UniRef:UniRef50_I7JU58
contig_52	cds	1181	2167	-	LDJNFA_06870		Heptaprenyl diphosphate synthase component 2	SO:0001217, UniRef:UniRef50_A0A7U9RLG7
contig_52	cds	2167	2721	-	LDJNFA_06875		Trans-hexaprenyltranstransferase subunit I	SO:0001217, UniRef:UniRef50_I7LDG0
contig_52	cds	2718	3134	-	LDJNFA_06880		NusG-II domain-containing protein	SO:0001217, UniRef:UniRef50_I7IVC0
